ID,time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_mid (%),cloud_cover_low (%),visibility (m),evapotranspiration (mm),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (m/s),wind_speed_80m (m/s),wind_speed_120m (m/s),wind_speed_180m (m/s),wind_direction_10m (°),wind_direction_80m (°),wind_direction_120m (°),wind_direction_180m (°),wind_gusts_10m (m/s),temperature_80m (°C),temperature_120m (°C),temperature_180m (°C),cloud_cover_high (%),uv_index (),uv_index_clear_sky (),sunshine_duration (s),wet_bulb_temperature_2m (°C),freezing_level_height (m),boundary_layer_height (m),region,weather_category,precipitation_probability (%)
region 2_2025-12-02_17,2025-12-02 17:00:00,28.9,74.0,23.8,33.5,1.0,0.0,1.0,0.0,0.0,95.0,1008.5,1002.2,100.0,50.0,66.0,24140.0,0.2,0.18,1.03,2.56,3.92,4.11,4.21,159.0,161.0,162.0,162.0,7.2,27.7,27.0,26.2,100.0,2.0,3.45,0.0,25.2,4990.0,660.0,region 2,Thunderstorm no hail,13
region 3_2025-12-02_17,2025-12-02 17:00:00,28.4,78.0,24.2,33.3,1.6,0.0,1.6,0.0,0.0,95.0,1008.9,996.4,100.0,54.0,69.0,18800.0,0.19,0.16,0.85,2.43,3.44,3.55,3.65,189.0,188.0,190.0,189.0,6.9,27.4,26.7,25.8,100.0,2.3,3.35,0.0,25.3,4990.0,765.0,region 3,Thunderstorm with hail,70
region 4_2025-12-02_17,2025-12-02 17:00:00,27.4,78.0,23.2,31.3,2.1,0.0,2.1,0.0,0.0,96.0,1009.1,990.9,100.0,45.0,71.0,24140.0,0.23,0.18,0.8,3.22,4.52,4.74,4.83,216.0,215.0,215.0,214.0,7.2,26.3,25.6,24.8,100.0,1.6,3.35,488.73,24.4,4980.0,470.0,region 4,Thunderstorm with hail,43
region 5_2025-12-02_17,2025-12-02 17:00:00,28.8,74.0,23.7,33.1,1.2,0.0,1.2,0.0,0.0,95.0,1008.5,1003.2,100.0,47.0,58.0,10760.0,0.22,0.21,1.03,,4.03,4.13,4.23,188.0,187.0,187.0,187.0,7.4,27.6,26.9,26.1,100.0,2.5,,1604.67,25.1,5000.0,745.0,region 5,Thunderstorm no hail,70
region 6_2025-12-02_17,2025-12-02 17:00:00,28.5,78.0,24.3,32.9,0.2,0.0,0.2,0.0,0.0,3.0,1008.4,1006.0,100.0,37.0,50.0,18800.0,0.17,0.23,0.86,3.65,4.37,4.49,4.49,171.0,169.0,168.0,168.0,6.1,27.3,26.6,25.7,100.0,2.8,3.4,3600.0,25.4,4970.0,715.0,region 6,Thunderstorm no hail,70
region 7_2025-12-02_17,2025-12-02 17:00:00,30.5,73.0,25.1,35.7,0.0,0.0,0.0,0.0,0.0,3.0,1008.3,1000.7,100.0,62.0,64.0,24140.0,0.17,0.21,1.17,3.01,4.01,4.12,4.12,176.0,176.0,174.0,174.0,6.8,28.9,28.2,27.3,100.0,2.35,3.4,331.08,26.5,4990.0,710.0,region 7,Thunderstorm no hail,23
region 8_2025-12-02_17,2025-12-02 17:00:00,29.5,71.0,23.7,33.5,1.1,0.0,1.1,0.0,0.0,95.0,1008.6,997.5,100.0,15.0,53.0,18040.0,0.2,0.22,1.19,3.61,4.85,5.25,5.51,214.0,212.0,211.0,209.0,7.5,28.2,27.6,26.8,100.0,1.25,3.3,980.3,25.3,4970.0,430.0,region 8,Thunderstorm no hail,75
region 1_2025-12-02_18,2025-12-02 18:00:00,23.5,94.0,22.5,28.0,2.0,0.0,2.0,0.0,0.0,96.0,1010.9,968.0,100.0,44.0,92.0,12160.0,0.07,0.04,0.17,1.32,1.81,1.91,2.0,189.0,186.0,186.0,183.0,4.2,22.6,22.0,21.5,100.0,0.2,1.35,0.0,22.8,5000.0,110.0,region 1,Thunderstorm with hail,78
region 2_2025-12-02_18,2025-12-02 18:00:00,27.9,79.0,23.9,32.7,1.1,0.0,1.1,0.0,0.0,95.0,1009.4,1003.1,100.0,56.0,73.0,24140.0,0.13,0.1,0.79,2.33,3.81,4.03,4.17,149.0,150.0,150.0,150.0,5.9,27.0,26.3,25.5,100.0,0.95,1.4,0.0,25.0,4980.0,635.0,region 2,Thunderstorm no hail,28
region 3_2025-12-02_18,2025-12-02 18:00:00,27.5,83.0,24.4,32.9,1.5,0.0,1.5,0.0,0.0,95.0,1009.7,997.2,100.0,72.0,77.0,7180.0,0.1,0.07,0.63,1.9,3.1,3.3,3.41,177.0,182.0,182.0,183.0,5.0,26.8,26.1,25.4,100.0,1.0,1.35,0.0,25.2,4990.0,240.0,region 3,Thunderstorm with hail,65
region 4_2025-12-02_18,2025-12-02 18:00:00,26.4,83.0,23.3,30.7,2.1,0.0,2.1,0.0,0.0,96.0,1009.9,991.7,100.0,55.0,87.0,5040.0,0.13,0.08,0.58,2.58,4.19,4.53,4.61,216.0,213.0,211.0,210.0,6.9,25.7,25.0,24.2,100.0,0.8,1.3,0.0,24.1,5010.0,390.0,region 4,Thunderstorm with hail,45
region 5_2025-12-02_18,2025-12-02 18:00:00,27.9,79.0,23.9,32.7,1.4,0.0,1.4,0.0,0.0,95.0,1009.3,1003.9,100.0,57.0,64.0,5640.0,0.13,0.09,0.79,2.2,3.5,3.7,3.7,183.0,182.0,180.0,180.0,5.7,27.1,26.4,25.6,100.0,1.25,,0.0,24.9,4990.0,230.0,region 5,Thunderstorm no hail,65
region 6_2025-12-02_18,2025-12-02 18:00:00,28.2,80.0,24.5,33.0,0.8,0.0,0.8,0.0,0.0,95.0,1009.2,1006.8,100.0,46.0,54.0,7180.0,0.15,0.11,0.77,3.04,3.62,3.94,3.98,153.0,152.0,153.0,152.0,5.4,27.2,26.6,25.8,100.0,1.25,1.35,0.0,25.4,5000.0,530.0,region 6,Thunderstorm no hail,65
region 7_2025-12-02_18,2025-12-02 18:00:00,29.4,78.0,25.2,35.0,0.9,0.0,0.9,0.0,0.0,95.0,1009.2,1001.6,100.0,56.0,75.0,19820.0,0.1,0.1,0.9,2.38,3.27,3.4,3.53,158.0,157.0,156.0,155.0,5.7,28.3,27.6,26.8,100.0,0.65,,0.0,26.3,4990.0,260.0,region 7,Thunderstorm no hail,23
region 8_2025-12-02_18,2025-12-02 18:00:00,28.5,74.0,23.5,32.8,0.6,0.0,0.6,0.0,0.0,80.0,1009.4,998.3,100.0,33.0,45.0,17960.0,0.15,0.13,1.01,2.91,4.57,5.26,5.44,207.0,203.0,201.0,200.0,6.7,27.8,27.2,26.3,100.0,0.55,1.3,0.0,24.8,4980.0,305.0,region 8,Thunderstorm no hail,75
region 1_2025-12-02_19,2025-12-02 19:00:00,23.0,97.0,22.5,27.5,1.8,0.0,1.8,0.0,0.0,95.0,1011.6,968.6,100.0,50.0,93.0,4800.0,0.04,0.02,0.08,1.2,1.71,1.92,1.94,175.0,173.0,171.0,168.0,3.6,22.2,21.7,21.3,100.0,0.0,0.15,0.0,22.6,4980.0,85.0,region 1,Thunderstorm with hail,68
region 2_2025-12-02_19,2025-12-02 19:00:00,26.9,85.0,24.2,32.3,0.9,0.0,0.9,0.0,0.0,95.0,1010.1,1003.8,100.0,52.0,70.0,11380.0,0.07,0.03,0.53,1.63,2.91,3.26,3.62,137.0,139.0,140.0,141.0,5.4,26.3,25.6,24.8,100.0,0.15,0.2,0.0,24.9,4980.0,125.0,region 2,Thunderstorm no hail,38
region 3_2025-12-02_19,2025-12-02 19:00:00,26.6,87.0,24.3,32.6,2.4,0.0,2.4,0.0,0.0,96.0,1010.5,997.9,100.0,56.0,71.0,7020.0,0.06,0.02,0.45,0.7,1.7,2.2,2.9,180.0,180.0,180.0,180.0,3.8,26.1,25.5,24.8,100.0,0.1,0.15,0.0,24.9,5020.0,65.0,region 3,Thunderstorm with hail,55
region 4_2025-12-02_19,2025-12-02 19:00:00,25.4,88.0,23.2,29.9,2.1,0.0,2.1,0.0,0.0,96.0,1010.7,992.4,100.0,43.0,81.0,5280.0,0.07,0.03,0.39,2.13,3.77,4.21,4.52,221.0,212.0,208.0,205.0,5.1,24.9,24.3,23.6,100.0,0.1,0.15,0.0,23.8,5020.0,160.0,region 4,Thunderstorm with hail,40
region 5_2025-12-02_19,2025-12-02 19:00:00,26.9,85.0,24.2,32.7,1.3,0.0,1.3,0.0,0.0,95.0,1010.0,1004.6,100.0,52.0,63.0,8360.0,0.06,0.02,0.53,,2.1,2.71,3.22,201.0,180.0,176.0,173.0,4.1,26.7,26.1,25.2,100.0,0.15,0.15,0.0,24.9,5020.0,30.0,region 5,Thunderstorm no hail,55
region 6_2025-12-02_19,2025-12-02 19:00:00,28.0,81.0,24.5,32.8,1.4,0.0,1.4,0.0,0.0,95.0,1009.9,1007.5,100.0,56.0,63.0,7020.0,0.13,0.05,0.72,3.06,3.56,3.7,3.78,142.0,142.0,142.0,143.0,4.5,27.0,26.3,25.5,100.0,0.15,0.15,0.0,25.4,5020.0,35.0,region 6,Thunderstorm no hail,55
region 7_2025-12-02_19,2025-12-02 19:00:00,28.8,81.0,25.2,34.9,0.8,0.0,0.8,0.0,0.0,95.0,1009.8,1002.2,100.0,60.0,73.0,10640.0,0.07,0.04,0.75,1.56,2.78,3.14,3.28,140.0,142.0,143.0,142.0,4.3,28.2,27.5,26.7,100.0,0.1,0.15,0.0,26.1,5010.0,35.0,region 7,Thunderstorm no hail,38
region 8_2025-12-02_19,2025-12-02 19:00:00,27.4,78.0,23.3,31.8,0.2,0.0,0.2,0.0,0.0,3.0,1010.0,998.8,100.0,0.0,40.0,23700.0,0.07,0.05,0.8,2.47,4.7,5.22,5.41,212.0,204.0,200.0,196.0,5.3,27.2,26.6,25.8,100.0,0.1,0.15,0.0,24.4,5020.0,290.0,region 8,Thunderstorm no hail,68
region 1_2025-12-02_20,2025-12-02 20:00:00,22.6,97.0,22.1,27.0,1.1,0.0,1.1,0.0,0.0,80.0,1012.1,969.0,,41.0,90.0,10180.0,0.02,0.0,0.08,1.0,1.5,1.7,1.91,143.0,143.0,140.0,137.0,3.1,21.7,21.5,21.2,100.0,0.0,0.0,0.0,22.2,4980.0,100.0,region 1,Thunderstorm with hail,33
region 2_2025-12-02_20,2025-12-02 20:00:00,26.1,89.0,24.2,31.8,0.9,0.0,0.9,0.0,0.0,95.0,1010.7,1004.4,100.0,51.0,65.0,17180.0,0.04,0.0,0.37,,2.19,2.48,2.83,135.0,137.0,137.0,138.0,4.7,25.7,25.0,24.3,100.0,0.0,0.0,0.0,24.7,4960.0,35.0,region 2,Thunderstorm no hail,55
region 3_2025-12-02_20,2025-12-02 20:00:00,26.1,,24.4,32.1,1.0,0.0,1.0,0.0,0.0,80.0,1011.1,998.5,100.0,54.0,74.0,22800.0,0.02,0.0,0.34,0.64,1.61,2.15,2.82,129.0,150.0,152.0,153.0,1.6,25.7,25.1,24.5,100.0,0.0,0.0,0.0,24.8,4980.0,15.0,region 3,Thunderstorm with hail,45
region 4_2025-12-02_20,2025-12-02 20:00:00,24.7,91.0,23.1,29.5,0.8,0.0,0.8,0.0,0.0,80.0,1011.3,992.9,100.0,47.0,81.0,19560.0,0.04,0.0,0.28,1.35,2.33,2.6,2.98,228.0,211.0,203.0,194.0,4.4,24.2,23.6,22.9,100.0,0.0,0.0,0.0,23.5,4970.0,145.0,region 4,Thunderstorm with hail,40
region 5_2025-12-02_20,2025-12-02 20:00:00,26.5,88.0,24.3,32.5,0.7,0.0,0.7,0.0,0.0,80.0,1010.6,1005.2,100.0,63.0,50.0,21060.0,0.02,0.0,0.41,0.57,1.8,2.58,3.3,135.0,146.0,144.0,145.0,1.5,26.3,25.8,25.0,100.0,0.0,0.0,0.0,24.9,4970.0,15.0,region 5,Thunderstorm no hail,45
region 6_2025-12-02_20,2025-12-02 20:00:00,27.7,82.0,24.4,32.3,2.0,0.0,2.0,0.0,0.0,95.0,1010.4,1008.0,100.0,62.0,69.0,22800.0,0.13,0.03,0.67,3.42,4.0,4.14,4.28,128.0,127.0,127.0,127.0,4.5,26.7,26.0,25.1,100.0,0.0,0.0,0.0,25.2,4990.0,15.0,region 6,Thunderstorm no hail,45
region 7_2025-12-02_20,2025-12-02 20:00:00,28.3,,25.5,34.6,0.5,0.0,0.5,0.0,0.0,80.0,1010.4,1002.8,100.0,78.0,73.0,17180.0,0.04,0.0,0.58,1.44,2.8,3.24,3.52,124.0,125.0,124.0,125.0,2.8,27.9,27.3,26.4,100.0,0.0,0.0,0.0,26.2,4960.0,15.0,region 7,Thunderstorm no hail,45
region 8_2025-12-02_20,2025-12-02 20:00:00,26.4,85.0,23.7,31.4,0.0,0.0,0.0,0.0,0.0,3.0,1010.7,999.5,100.0,0.0,45.0,7140.0,0.04,0.0,0.52,1.77,3.22,3.55,3.81,223.0,210.0,202.0,194.0,4.4,26.2,25.6,24.9,100.0,0.0,0.0,0.0,24.4,4960.0,240.0,region 8,Thunderstorm no hail,45
region 1_2025-12-02_21,2025-12-02 21:00:00,22.5,98.0,22.1,27.1,0.1,0.0,0.1,0.0,0.0,45.0,1013.1,970.0,100.0,2.0,83.0,16200.0,0.02,0.0,0.05,0.78,1.28,1.56,1.77,140.0,141.0,140.0,137.0,2.7,21.8,21.5,21.1,100.0,0.0,0.0,0.0,22.2,4920.0,105.0,region 1,Thunderstorm with hail,20
region 2_2025-12-02_21,2025-12-02 21:00:00,25.7,91.0,24.1,31.4,1.0,0.0,1.0,0.0,0.0,95.0,1011.6,1005.3,100.0,44.0,66.0,21000.0,0.03,0.0,0.3,0.92,1.84,2.13,2.55,139.0,139.0,139.0,138.0,3.8,25.3,24.7,23.9,100.0,0.0,0.0,0.0,24.5,4990.0,55.0,region 2,Thunderstorm no hail,90
region 3_2025-12-02_21,2025-12-02 21:00:00,26.1,91.0,24.5,32.4,0.1,0.0,0.1,0.0,0.0,3.0,1011.8,999.2,100.0,53.0,63.0,4620.0,0.02,0.0,0.3,0.32,1.22,1.84,2.64,108.0,145.0,151.0,151.0,1.3,25.8,25.3,24.6,100.0,0.0,0.0,0.0,24.9,4950.0,25.0,region 3,Thunderstorm with hail,58
region 4_2025-12-02_21,2025-12-02 21:00:00,24.3,93.0,23.1,29.1,0.0,0.0,0.0,0.0,0.0,3.0,1012.1,993.7,,15.0,67.0,23700.0,0.03,0.0,0.21,1.24,2.11,2.13,2.3,256.0,239.0,229.0,214.0,3.2,24.1,23.5,22.8,100.0,0.0,0.0,0.0,23.4,4940.0,75.0,region 4,Thunderstorm with hail,53
region 5_2025-12-02_21,2025-12-02 21:00:00,26.4,,24.4,32.5,0.1,0.0,0.1,0.0,0.0,3.0,1011.3,1005.9,100.0,48.0,58.0,3740.0,0.02,0.0,0.38,0.41,1.61,2.39,3.16,166.0,150.0,147.0,145.0,1.0,26.2,25.7,24.9,100.0,0.0,0.0,0.0,24.9,4950.0,20.0,region 5,Thunderstorm no hail,58
region 6_2025-12-02_21,2025-12-02 21:00:00,27.5,85.0,24.7,32.3,2.7,0.0,2.7,0.0,0.0,95.0,1011.2,1008.8,100.0,52.0,61.0,4620.0,0.14,0.02,0.55,3.3,3.86,4.0,4.14,125.0,127.0,127.0,127.0,5.0,26.4,25.7,24.9,100.0,0.0,0.0,0.0,25.4,4990.0,15.0,region 6,Thunderstorm no hail,58
region 7_2025-12-02_21,2025-12-02 21:00:00,27.9,88.0,25.7,34.5,0.3,0.0,0.3,0.0,0.0,80.0,1011.2,1003.5,100.0,65.0,59.0,19680.0,0.03,0.0,0.45,1.14,2.39,2.88,3.16,128.0,123.0,124.0,125.0,2.5,27.7,27.1,26.2,100.0,0.0,,0.0,26.2,4980.0,15.0,region 7,Thunderstorm no hail,73
region 8_2025-12-02_21,2025-12-02 21:00:00,25.9,87.0,23.6,30.9,0.0,0.0,0.0,0.0,0.0,3.0,1011.5,1000.3,100.0,5.0,47.0,17040.0,0.03,0.0,0.44,1.75,3.11,3.26,3.45,239.0,228.0,220.0,210.0,3.6,25.7,25.3,24.6,100.0,0.0,0.0,0.0,24.2,4940.0,95.0,region 8,Thunderstorm no hail,45
region 1_2025-12-02_22,2025-12-02 22:00:00,22.4,,22.2,27.1,0.1,0.0,0.1,0.0,0.0,45.0,1013.4,970.2,100.0,5.0,79.0,19420.0,0.01,0.0,0.03,0.58,1.0,1.28,1.42,121.0,127.0,129.0,129.0,2.2,21.8,21.5,21.0,100.0,0.0,0.0,0.0,22.3,4930.0,130.0,region 1,Thunderstorm with hail,15
region 2_2025-12-02_22,2025-12-02 22:00:00,25.4,93.0,24.2,31.2,0.1,0.0,0.1,0.0,0.0,3.0,1012.1,1005.8,100.0,41.0,66.0,24140.0,0.02,0.0,0.23,0.81,1.5,1.78,2.27,150.0,143.0,142.0,139.0,3.6,25.1,24.5,23.8,100.0,0.0,0.0,0.0,24.5,4960.0,90.0,region 2,Thunderstorm no hail,98
region 3_2025-12-02_22,2025-12-02 22:00:00,25.9,92.0,24.5,32.1,0.0,0.0,0.0,0.0,0.0,3.0,1012.2,999.6,100.0,40.0,54.0,24140.0,0.01,0.0,0.27,0.45,1.0,1.63,2.28,63.0,127.0,137.0,142.0,1.0,25.7,25.2,24.4,100.0,0.0,0.0,0.0,24.9,4930.0,20.0,region 3,Thunderstorm with hail,30
region 4_2025-12-02_22,2025-12-02 22:00:00,24.0,95.0,23.2,28.9,0.0,0.0,0.0,0.0,0.0,3.0,1012.4,994.0,100.0,21.0,69.0,23700.0,0.02,0.0,0.15,1.4,2.38,2.38,2.27,270.0,255.0,248.0,229.0,3.0,24.0,23.4,22.7,100.0,0.0,0.0,0.0,23.4,4910.0,65.0,region 4,Thunderstorm with hail,33
region 5_2025-12-02_22,2025-12-02 22:00:00,26.2,89.0,24.3,32.3,0.0,0.0,0.0,0.0,0.0,3.0,1011.7,1006.3,100.0,56.0,60.0,24140.0,0.01,0.0,0.37,0.28,1.44,2.22,2.92,135.0,146.0,144.0,142.0,0.8,26.0,25.5,24.7,100.0,0.0,0.0,0.0,24.8,4930.0,25.0,region 5,Thunderstorm no hail,30
region 6_2025-12-02_22,2025-12-02 22:00:00,27.3,86.0,24.8,32.2,1.9,0.0,1.9,0.0,0.0,95.0,1011.6,1009.2,100.0,78.0,62.0,24140.0,0.13,0.02,0.51,3.3,3.86,3.92,4.14,125.0,127.0,128.0,127.0,5.0,26.2,25.5,24.7,100.0,0.0,0.0,0.0,25.4,4940.0,35.0,region 6,Thunderstorm no hail,30
region 7_2025-12-02_22,2025-12-02 22:00:00,27.5,89.0,25.5,34.1,0.7,0.0,0.7,0.0,0.0,80.0,1011.7,1004.0,100.0,82.0,75.0,24140.0,0.02,0.0,0.4,0.94,2.11,2.56,2.92,122.0,121.0,121.0,121.0,1.9,27.3,26.7,25.9,100.0,0.0,0.0,,26.0,4920.0,15.0,region 7,Thunderstorm no hail,68
region 8_2025-12-02_22,2025-12-02 22:00:00,25.6,89.0,23.6,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1011.9,1000.6,100.0,22.0,50.0,24140.0,0.02,0.0,0.36,1.9,3.45,3.44,3.33,252.0,240.0,234.0,221.0,3.5,25.5,25.0,24.4,100.0,0.0,0.0,0.0,24.1,4910.0,130.0,region 8,Thunderstorm no hail,28
region 1_2025-12-02_23,2025-12-02 23:00:00,22.2,99.0,22.1,27.1,0.0,0.0,0.0,0.0,0.0,45.0,1013.0,969.8,100.0,15.0,73.0,24140.0,-0.0,0.0,0.03,0.22,0.51,0.67,1.03,63.0,101.0,117.0,119.0,1.6,21.7,21.4,21.1,100.0,0.0,0.0,0.0,22.1,4910.0,75.0,region 1,Thunderstorm with hail,10
region 2_2025-12-02_23,2025-12-02 23:00:00,25.2,95.0,24.3,31.2,0.0,0.0,0.0,0.0,0.0,3.0,1011.8,1005.5,100.0,42.0,69.0,24140.0,0.01,0.0,0.16,0.51,1.08,1.28,1.77,169.0,146.0,141.0,137.0,3.4,25.0,24.4,23.8,100.0,0.0,0.0,0.0,24.6,4940.0,70.0,region 2,Thunderstorm no hail,90
region 3_2025-12-02_23,2025-12-02 23:00:00,25.3,95.0,24.5,31.3,0.0,0.0,0.0,0.0,0.0,3.0,1011.8,999.2,100.0,41.0,63.0,24140.0,0.01,0.0,0.16,0.9,0.42,0.63,1.2,360.0,45.0,108.0,132.0,1.7,25.5,24.9,24.2,100.0,0.0,0.0,0.0,24.7,4900.0,10.0,region 3,Thunderstorm with hail,20
region 4_2025-12-02_23,2025-12-02 23:00:00,24.0,95.0,23.1,28.7,0.0,0.0,0.0,0.0,0.0,3.0,1011.9,993.5,100.0,15.0,68.0,17260.0,0.01,0.0,0.15,1.65,2.8,2.72,2.38,284.0,270.0,264.0,248.0,3.3,23.9,23.3,22.6,100.0,0.0,,0.0,23.3,4920.0,85.0,region 4,Thunderstorm with hail,15
region 5_2025-12-02_23,2025-12-02 23:00:00,26.0,90.0,24.2,31.9,0.0,0.0,0.0,0.0,0.0,3.0,1011.3,1005.9,100.0,49.0,54.0,24140.0,-0.0,0.0,0.34,0.63,0.45,1.0,1.63,342.0,117.0,127.0,133.0,0.9,25.8,25.3,24.5,100.0,0.0,0.0,0.0,24.6,4900.0,20.0,region 5,Thunderstorm no hail,20
region 6_2025-12-02_23,2025-12-02 23:00:00,27.3,85.0,24.5,32.3,0.6,0.0,0.6,0.0,0.0,80.0,1011.2,1008.8,100.0,76.0,60.0,24140.0,0.12,0.01,0.54,2.75,3.02,3.16,3.3,123.0,124.0,125.0,125.0,4.9,26.2,25.5,24.6,100.0,0.0,0.0,0.0,25.2,4920.0,25.0,region 6,Thunderstorm no hail,20
region 7_2025-12-02_23,2025-12-02 23:00:00,27.4,90.0,25.6,34.2,0.2,0.0,0.2,0.0,0.0,3.0,1011.3,1003.6,100.0,67.0,67.0,24140.0,0.02,0.0,0.36,0.54,1.3,1.71,2.02,112.0,113.0,111.0,110.0,1.6,27.1,26.5,25.8,100.0,0.0,0.0,0.0,26.0,4910.0,15.0,region 7,Thunderstorm no hail,63
region 8_2025-12-02_23,2025-12-02 23:00:00,25.4,90.0,23.7,30.3,0.0,0.0,0.0,0.0,0.0,3.0,1011.4,1000.1,100.0,25.0,49.0,24140.0,0.02,0.0,0.33,1.94,3.51,3.58,3.28,258.0,250.0,243.0,232.0,3.7,25.2,24.8,24.2,100.0,0.0,0.0,0.0,24.1,4920.0,80.0,region 8,Thunderstorm no hail,10
region 1_2025-12-03_00,2025-12-03 00:00:00,22.0,100.0,22.0,26.7,0.0,0.0,0.0,0.0,0.0,45.0,1012.8,969.6,,30.0,76.0,24140.0,-0.0,0.0,0.0,0.4,0.45,0.32,0.51,360.0,27.0,72.0,101.0,0.8,21.7,21.5,21.1,100.0,0.0,,0.0,22.0,4920.0,25.0,region 1,Thunderstorm with hail,3
region 2_2025-12-03_00,2025-12-03 00:00:00,24.9,97.0,24.4,31.1,0.0,0.0,0.0,0.0,0.0,45.0,1011.7,1005.3,100.0,43.0,73.0,24140.0,0.01,0.0,0.09,,0.32,0.45,0.92,252.0,198.0,153.0,139.0,2.8,24.9,24.4,23.7,100.0,0.0,0.0,0.0,24.6,4940.0,15.0,region 2,Thunderstorm no hail,93
region 3_2025-12-03_00,2025-12-03 00:00:00,25.2,96.0,24.5,31.1,0.0,0.0,0.0,0.0,0.0,45.0,1011.6,999.0,100.0,65.0,71.0,24140.0,0.01,0.0,0.13,1.02,1.17,0.61,0.22,349.0,340.0,351.0,63.0,1.9,25.5,24.9,24.2,100.0,0.0,,0.0,24.7,4920.0,15.0,region 3,Thunderstorm no hail,10
region 4_2025-12-03_00,2025-12-03 00:00:00,23.9,95.0,23.1,28.6,0.0,0.0,0.0,0.0,0.0,3.0,1011.8,993.4,100.0,29.0,67.0,24140.0,0.01,0.0,0.15,1.63,3.0,2.81,2.47,281.0,272.0,266.0,256.0,3.3,23.9,23.3,22.6,100.0,0.0,,0.0,23.3,4940.0,60.0,region 4,Thunderstorm with hail,8
region 5_2025-12-03_00,2025-12-03 00:00:00,25.3,95.0,24.4,31.2,0.0,0.0,0.0,0.0,0.0,3.0,1011.1,1005.7,100.0,66.0,65.0,24140.0,0.01,0.0,0.16,0.85,0.82,0.41,0.51,339.0,346.0,14.0,101.0,1.6,25.7,25.2,24.4,100.0,0.0,0.0,0.0,24.6,4920.0,15.0,region 5,Thunderstorm no hail,10
region 6_2025-12-03_00,2025-12-03 00:00:00,27.2,85.0,24.5,32.6,0.1,0.0,0.1,0.0,0.0,3.0,1011.0,1008.6,100.0,69.0,58.0,24140.0,0.1,0.01,0.54,1.97,2.1,2.24,2.24,114.0,115.0,117.0,117.0,4.1,26.1,25.4,24.6,100.0,0.0,0.0,0.0,25.2,4930.0,25.0,region 6,Thunderstorm no hail,10
region 7_2025-12-03_00,2025-12-03 00:00:00,27.3,91.0,25.7,34.4,0.0,0.0,0.0,0.0,0.0,3.0,1011.1,1003.4,100.0,63.0,48.0,24140.0,-0.0,0.0,0.33,0.22,0.51,0.81,1.2,27.0,79.0,83.0,90.0,0.8,27.1,26.5,25.8,100.0,0.0,0.0,0.0,26.1,4930.0,10.0,region 7,Thunderstorm no hail,43
region 8_2025-12-03_00,2025-12-03 00:00:00,25.3,91.0,23.8,30.4,0.0,0.0,0.0,0.0,0.0,3.0,1011.3,1000.0,100.0,34.0,48.0,24140.0,0.02,0.0,0.29,1.75,3.35,3.49,3.19,257.0,253.0,246.0,238.0,3.5,25.1,24.7,24.1,100.0,0.0,0.0,0.0,24.2,4930.0,55.0,region 8,Thunderstorm no hail,8
region 1_2025-12-03_01,2025-12-03 01:00:00,21.9,99.0,21.8,26.3,0.0,0.0,0.0,0.0,0.0,45.0,1012.1,968.9,100.0,63.0,70.0,24140.0,-0.0,0.0,0.03,0.73,0.85,0.61,0.4,344.0,339.0,351.0,360.0,1.4,21.9,21.6,21.1,100.0,0.0,0.0,0.0,21.8,4940.0,20.0,region 1,Thunderstorm with hail,0
region 2_2025-12-03_01,2025-12-03 01:00:00,24.8,98.0,24.5,30.9,0.0,0.0,0.0,0.0,0.0,45.0,1011.0,1004.6,100.0,64.0,80.0,24140.0,0.01,0.0,0.06,,0.81,0.67,0.1,297.0,300.0,297.0,270.0,2.0,24.8,24.3,23.7,100.0,0.0,0.0,,24.6,4930.0,15.0,region 2,Thunderstorm no hail,93
region 3_2025-12-03_01,2025-12-03 01:00:00,25.2,95.0,24.3,31.0,0.0,0.0,0.0,0.0,0.0,3.0,1011.0,998.4,100.0,70.0,62.0,24140.0,0.01,0.0,0.16,0.91,1.34,1.03,0.32,354.0,333.0,331.0,342.0,1.8,25.5,24.9,24.1,100.0,0.0,0.0,0.0,24.6,4940.0,15.0,region 3,Thunderstorm no hail,10
region 4_2025-12-03_01,2025-12-03 01:00:00,23.8,95.0,23.0,28.5,0.0,0.0,0.0,0.0,0.0,3.0,1011.2,992.8,,36.0,74.0,24140.0,0.01,0.0,0.15,1.43,2.8,2.7,2.45,282.0,272.0,268.0,258.0,3.2,23.9,23.3,22.5,100.0,0.0,,0.0,23.2,4940.0,75.0,region 4,Thunderstorm with hail,13
region 5_2025-12-03_01,2025-12-03 01:00:00,25.1,97.0,24.6,31.1,0.0,0.0,0.0,0.0,0.0,45.0,1010.5,1005.1,100.0,74.0,77.0,24140.0,0.01,0.0,0.1,0.85,1.12,0.76,0.41,339.0,333.0,337.0,76.0,1.6,25.5,25.0,24.4,100.0,0.0,0.0,,24.7,4930.0,20.0,region 5,Thunderstorm no hail,10
